Control ,Demography/Community,Demography/Respondent-Sex,Demography/Respondent-age,Demography/Status,Demography/highest_education,HH-Composition/hhsize,HH-Composition/no_male,HH-Composition/no_female,HH-Composition/no-infants,HH-Composition/children-under6-months,HH-Composition/children-6-23months,HH-Composition/children-24-59months,HH-Composition/First-child-age,AGE of CHILD,HH-Composition/First-child-MUAC,MUAC,HH-Composition/orphan,HH-Composition/no-elderly-people1,HH-Composition/lactating_women,HH-Composition/0-lactating_women,HH-Composition/pregnant_woman,HH-Composition/chronicall-ill,HH-Composition/no-chronicall-ill-person,HH-Composition/disability,HH-Composition/physically_challenge,HH-Composition/no-physically_challenged,HH-Composition/woman,HH-Composition/reproductive_woman,FCS Categories,hhs/Calculated_HHS,RCSI/RCSI
1,Kachala-Burari-Gana,Male,42,returnee,No-Formal education,6,3,3,2,0,1,1,23,6-23,14.5,>12.5,0,0,0,0,1,0,0,0,0,0,0,0,Acceptable,Moderate Hunger,29
0,Kachala-Burari-Gana,Male,59,idp,No-Formal education,13,5,8,1,0,0,1,47,24-59,15.4,>12.5,0,2,0,0,0,0,0,0,0,0,1,1,Borderline,Little to no hunger,7
0,Kachala-Burari-Gana,Male,50,host,Higher-Education,9,5,4,0,0,0,0,0,0-6,0,<11.5,0,0,0,0,1,0,0,0,0,0,1,1,Borderline,Moderate Hunger,17
1,Damboa-Central,Male,50,idp,Senior-Secondary,7,3,4,3,1,1,1,6,0-6,12.6,>12.5,1,1,1,1,1,0,0,0,0,0,1,1,Borderline,Moderate Hunger,13
1,Kachala-Burari-Gana,Male,40,returnee,No-Formal education,17,10,7,1,0,0,1,47,24-59,13.8,>12.5,0,2,0,0,0,0,0,1,1,0,0,0,Borderline,Moderate Hunger,5
0,Kachala-Burari-Gana,Male,40,idp,No-Formal education,7,3,4,2,0,1,1,8,6-23,15.1,>12.5,0,0,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,8
1,Kachala-Burari-Gana,Male,28,idp,No-Formal education,3,2,1,0,0,0,0,0,0-6,0,<11.5,0,1,1,1,0,0,0,1,1,0,0,0,Borderline,Moderate Hunger,21
1,Kachala-Burari-Gana,Male,70,returnee,No-Formal education,7,2,5,1,0,0,1,56,24-59,14.5,>12.5,0,1,0,0,0,0,0,0,0,0,0,0,Borderline,Moderate Hunger,25
1,Damboa-Central,Female,40,idp,No-Formal education,15,3,12,3,0,1,2,12,6-23,12.5,11.5-12.5,1,0,1,1,0,0,0,1,1,0,1,1,Poor,Moderate Hunger,23
1,Kachala-Burari-Gana,Male,40,idp,No-Formal education,10,5,5,2,1,0,1,6,0-6,12.5,11.5-12.5,0,1,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,9
1,Damboa-Central,Female,40,returnee,No-Formal education,4,2,2,0,0,0,0,0,0-6,0,<11.5,1,0,0,0,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,29
0,Damboa-Central,Male,50,returnee,No-Formal education,9,4,5,2,0,1,1,18,6-23,12.5,11.5-12.5,0,0,1,1,0,0,0,1,1,0,1,1,Borderline,Severe Hunger,33
0,Damboa-Central,Female,36,idp,No-Formal education,5,2,3,2,0,1,1,15,6-23,12.5,11.5-12.5,0,0,1,1,0,0,0,1,1,0,1,1,Borderline,Severe Hunger,24
1,Damboa-Central,Female,50,idp,No-Formal education,3,1,2,0,0,0,0,0,0-6,0,<11.5,1,1,0,0,0,0,0,1,1,0,1,1,Poor,Moderate Hunger,32
1,Kachala-Burari-Gana,Male,33,returnee,Senior-Secondary,8,3,5,1,1,0,0,0,0-6,0,<11.5,0,0,1,1,0,0,0,0,0,0,1,1,Acceptable,Little to no hunger,10
0,Kachala-Burari-Kura,Male,45,returnee,No-Formal education,6,4,2,2,0,1,1,23,6-23,13.5,>12.5,0,1,0,0,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,14
1,Kachala-Burari-Gana,Male,35,returnee,No-Formal education,5,3,2,1,0,0,1,21,6-23,13.2,>12.5,1,3,0,0,1,0,0,1,1,0,0,0,Acceptable,Moderate Hunger,11
0,Damboa-Central,Male,48,returnee,Primary,5,2,3,0,0,0,0,0,0-6,0,<11.5,1,0,0,0,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,8
1,Kachala-Burari-Gana,Male,67,idp,No-Formal education,10,5,5,3,1,1,1,24,24-59,13.5,>12.5,0,1,1,1,0,0,0,0,0,0,0,0,Acceptable,Little to no hunger,4
1,Kachala-Burari-Kura,Male,25,idp,No-Formal education,5,2,3,2,1,1,0,18,6-23,13.4,>12.5,0,0,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,8
1,Kachala-Burari-Gana,Female,40,host,No-Formal education,6,3,3,0,0,0,0,0,0-6,0,<11.5,0,1,0,0,0,1,0,1,1,0,0,0,Borderline,Severe Hunger,17
1,Kachala-Burari-Kura,Male,33,idp,No-Formal education,5,3,2,2,0,1,1,23,6-23,13.6,>12.5,1,1,0,0,1,0,0,0,0,0,1,1,Poor,Moderate Hunger,29
1,Kachala-Burari-Kura,Male,50,idp,No-Formal education,12,4,8,2,0,1,1,18,6-23,12.5,11.5-12.5,0,1,1,1,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,15
1,Damboa-Central,Female,45,idp,No-Formal education,4,1,3,2,0,1,1,26,24-59,12.5,11.5-12.5,0,0,0,0,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,23
1,Kachala-Burari-Kura,Male,45,idp,No-Formal education,18,10,8,3,0,1,2,15,6-23,13,>12.5,1,1,1,1,1,0,0,0,0,0,1,1,Borderline,Moderate Hunger,21
1,Damboa-Central,Male,52,returnee,Primary,12,5,7,3,0,1,2,12,6-23,15.5,>12.5,1,0,1,1,0,0,0,1,1,0,1,1,Acceptable,Moderate Hunger,8
1,Alkaleri,Male,35,idp,No-Formal education,5,3,2,3,1,1,1,36,24-59,15,>12.5,0,0,1,1,0,0,0,0,0,0,0,0,Borderline,Little to no hunger,18
1,Kachala-Burari-Kura,Male,75,host,No-Formal education,4,3,1,1,0,0,1,48,24-59,13,>12.5,0,2,0,0,0,0,0,0,0,0,1,0,Borderline,Little to no hunger,2
1,Damboa-Central,Female,65,idp,No-Formal education,4,2,2,0,0,0,0,0,0-6,0,<11.5,1,1,0,0,0,0,0,0,0,0,0,0,Borderline,Moderate Hunger,29
0,Kachala-Burari-Gana,Male,30,idp,No-Formal education,6,3,3,1,0,1,0,24,24-59,13.4,>12.5,1,1,0,0,0,0,0,1,1,0,1,1,Borderline,Moderate Hunger,23
1,Kachala-Burari-Gana,Male,40,returnee,No-Formal education,6,3,3,1,0,1,0,23,6-23,13.6,>12.5,0,0,0,0,0,0,0,0,0,0,0,0,Borderline,Moderate Hunger,18
0,Abatchari,Male,55,idp,No-Formal education,10,4,6,3,1,1,1,6,0-6,13.7,>12.5,0,1,1,1,0,0,0,1,1,0,1,1,Borderline,Moderate Hunger,10
1,Kachala-Burari-Gana,Male,35,returnee,No-Formal education,6,3,3,3,1,1,1,23,6-23,15.3,>12.5,0,0,1,1,0,0,0,0,0,0,0,0,Borderline,Little to no hunger,27
1,Damboa-Central,Male,65,idp,No-Formal education,7,4,3,0,0,0,0,0,0-6,0,<11.5,1,1,0,0,0,0,0,0,0,0,1,0,Poor,Moderate Hunger,14
0,Damboa-Central,Male,67,idp,No-Formal education,4,1,3,1,0,0,1,58,24-59,16.6,>12.5,1,2,0,0,0,0,0,0,0,0,1,0,Borderline,Moderate Hunger,18
0,Damboa-Central,Female,60,idp,No-Formal education,15,6,9,2,0,0,2,57,24-59,12.6,>12.5,1,1,0,0,0,1,1,1,1,0,1,0,Poor,Moderate Hunger,18
0,Kachala-Burari-Gana,Female,50,returnee,No-Formal education,8,5,3,0,0,0,0,0,0-6,0,<11.5,0,0,0,0,0,0,0,0,0,0,1,0,Poor,Moderate Hunger,13
0,Shuwari,Female,31,idp,No-Formal education,9,4,5,1,0,0,1,24,24-59,15,>12.5,0,0,0,0,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,19
1,Shuwari,Male,40,returnee,Senior-Secondary,12,5,7,3,2,1,0,6,0-6,12,11.5-12.5,0,1,1,2,0,0,0,2,1,0,1,1,Poor,Moderate Hunger,18
1,Shuwari,Male,30,idp,No-Formal education,4,1,3,1,1,0,0,0,0-6,0,<11.5,0,0,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,8
1,Damboa-Central,Female,34,returnee,No-Formal education,4,1,3,2,1,1,0,6,0-6,11.6,11.5-12.5,0,0,1,1,0,0,0,0,0,0,1,1,Acceptable,Moderate Hunger,13
0,Shuwari,Male,40,idp,Primary,10,4,6,3,0,1,2,12,6-23,12.8,>12.5,0,1,1,1,0,0,0,1,1,0,1,1,Borderline,Moderate Hunger,22
0,Kachala-Burari-Kura,Male,45,idp,No-Formal education,14,5,9,4,2,1,1,17,6-23,14.5,>12.5,1,0,1,2,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,18
1,Kachala-Burari-Kura,Male,50,returnee,No-Formal education,10,4,6,2,0,1,1,18,6-23,12.5,11.5-12.5,0,1,0,0,0,1,1,0,0,0,1,1,Borderline,Moderate Hunger,23
1,Kachala-Burari-Kura,Male,35,returnee,No-Formal education,5,2,3,2,1,1,0,17,6-23,13.5,>12.5,1,0,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,20
0,Abatchari,Male,40,idp,No-Formal education,4,3,1,1,0,1,0,24,24-59,15.3,>12.5,0,0,0,0,1,0,0,0,0,0,1,1,Acceptable,Little to no hunger,2
1,Abatchari,Male,50,idp,Primary,10,4,6,1,0,1,0,18,6-23,13.6,>12.5,1,1,1,1,0,0,0,0,0,0,0,0,Borderline,Moderate Hunger,12
0,Abatchari,Male,41,idp,Senior-Secondary,7,4,3,1,0,0,1,24,24-59,15.2,>12.5,0,0,0,0,1,0,0,0,0,0,1,1,Acceptable,Little to no hunger,10
0,Kachala-Burari-Kura,Male,29,returnee,Senior-Secondary,3,2,1,1,0,1,0,24,24-59,13.5,>12.5,0,0,0,0,1,0,0,0,0,0,1,1,Poor,Moderate Hunger,14
1,Kachala-Burari-Kura,Male,60,idp,No-Formal education,4,2,2,1,0,0,1,48,24-59,14,>12.5,1,2,0,0,0,0,0,0,0,0,1,0,Acceptable,Moderate Hunger,19
1,Kachala-Burari-Kura,Male,60,idp,No-Formal education,5,3,2,1,0,0,1,48,24-59,14.5,>12.5,0,2,0,0,0,0,0,0,0,0,1,0,Borderline,Moderate Hunger,19
0,Kachala-Burari-Kura,Male,40,idp,No-Formal education,12,6,6,4,1,1,2,20,6-23,14,>12.5,1,0,1,2,0,1,1,0,0,0,1,1,Acceptable,Moderate Hunger,20
1,Kachala-Burari-Gana,Male,63,idp,Primary,5,4,1,0,0,0,0,0,0-6,0,<11.5,0,1,0,0,0,0,0,0,0,0,0,0,Poor,Moderate Hunger,8
1,Alkaleri,Male,40,returnee,Primary,8,6,2,3,0,1,2,36,24-59,15,>12.5,0,0,1,1,0,0,0,2,2,2,1,1,Borderline,Little to no hunger,21
1,Damboa-Central,Male,61,idp,No-Formal education,7,4,3,0,0,0,0,0,0-6,0,<11.5,1,0,0,0,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,12
1,Kachala-Burari-Kura,Male,40,idp,No-Formal education,3,2,1,1,0,0,1,24,24-59,13.6,>12.5,0,0,0,0,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,19
1,Kachala-Burari-Kura,Female,60,idp,Primary,2,1,1,1,0,0,1,36,24-59,14,>12.5,1,1,0,0,0,0,0,0,0,0,1,0,Borderline,Little to no hunger,5
0,Kachala-Burari-Gana,Male,35,returnee,No-Formal education,8,2,6,1,0,1,0,23,6-23,13.4,>12.5,0,2,0,0,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,10
0,Kachala-Burari-Kura,Male,35,idp,Senior-Secondary,6,3,3,2,1,1,0,23,6-23,14.5,>12.5,0,1,1,1,0,0,0,0,0,0,1,1,Borderline,Little to no hunger,11
0,Kachala-Burari-Kura,Male,45,idp,No-Formal education,18,7,11,4,0,1,3,18,6-23,14,>12.5,0,0,1,1,0,0,0,0,0,0,1,1,Borderline,Little to no hunger,20
1,Damboa-Central,Male,30,host,Senior-Secondary,15,8,7,4,1,1,2,6,0-6,14.5,>12.5,1,1,1,1,0,0,0,1,1,0,1,1,Poor,Moderate Hunger,8
0,Damboa-Central,Male,52,idp,No-Formal education,5,3,2,2,1,0,1,30,24-59,12.5,11.5-12.5,0,0,0,0,1,0,0,1,1,0,1,1,Poor,Moderate Hunger,31
1,Damboa-Central,Female,35,idp,No-Formal education,11,8,3,3,1,0,2,6,0-6,13.5,>12.5,1,1,1,1,0,0,0,1,1,0,1,1,Poor,Moderate Hunger,14
0,Kachala-Burari-Gana,Male,35,idp,No-Formal education,4,2,2,2,0,0,2,24,24-59,13.5,>12.5,0,0,0,0,0,0,0,0,0,0,1,1,Poor,Little to no hunger,11
